,name,birth,incoming_links,outgoing_links,page,latitude,longitude,births
406,Democritus, (460–370 BC),Melissus of Samos:Leucippus:,Aristotle:Michel Onfray:George Santayana:Lucretius:Montaigne:Severino:Karl Marx:Pyrrho:Epicurus:Friedrich Nietzsche:Baruch Spinoza:,/wiki/Democritus,40.933,24.967,BC 0460-11-01 00:00:00
407,Anselm of Canterbury, (1034–1109),Boethius:Augustine of Hippo:,Thomas Bradwardine:Bonaventure:William of Ockham:Robert Grosseteste:Duns Scotus:Thomas Aquinas:,/wiki/Anselm_of_Canterbury,45.733,7.317,AD 1033-11-01 00:00:00
408,Galvano Della Volpe,,,Antonio Negri:,/wiki/Galvano_Della_Volpe,FILL,FILL,FILL
409,Leontiev,,,Nikolai Berdyaev:,/wiki/Konstantin_Leontiev,FILL,FILL,FILL
410,James George Frazer,,,Otto Neurath:,/wiki/James_Ge,FILL,FILL,FILL
411,Thomas Blackwell,,,Johann Gottfried Herder:,/wiki/Thomas_Blackwell_(scholar),57.15,-2.11,AD 1701-08-04 00:00:00
412,Vladimir Jankélévitch, (1903–1985),Georg Simmel:Friedrich Wilhelm Joseph von Schelling:Henri Bergson:Lev Shestov:,Arnold Davidson:Emmanuel Levinas:Cynthia Fleury:,/wiki/Vladimir_Jank%C3%A9l%C3%A9vitch,47.0844,2.3964,AD 1903-08-31 00:00:00
413,Jutta von Sponheim,,,Hildegard of Bingen:,/wiki/Jutta_von_Sponheim,FILL,FILL,FILL
414,Philolaus, (c. 480 – c. 405 BC),Pythagoras:,Plato:Eurytus:,/wiki/Philolaus,41.6,14.2333,AD 0470-11-01 00:00:00
415,Joseph Raz, (born 1939),Peter Hacker:Hans Kelsen:H. L. A. Hart:,Leslie Green:Timothy Endicott:Matthew Kramer:John Gardner:Scott J. Shapiro:,/wiki/Joseph_Raz,50.5804,8.6772,AD 1939-03-21 00:00:00
416,Félix Ravaisson-Mollien,,,Henri Bergson:,/wiki/F%C3%A9lix_Ravaisson-Mollien,50.467,4.867,AD 1813-10-23 00:00:00
417,Debenjak,,,Slavoj Žižek:,/wiki/Bo%C5%BEidar_Debenjak,FILL,FILL,FILL
418,Ibn al-Arif,,,Ibn Arabi:,/wiki/Ibn_al-Arif,36.84028,-2.46806,AD 1088-07-24 00:00:00
419,E. A. Burtt,,,Alexandre Koyre:,/wiki/Edwin_Arthur_Burtt,42.61111,-71.575,AD 1892-10-11 00:00:00
420,Ferdinand de Saussure, (1857–1913),Oldenberg:Durkheim:Zimmer:Leskien:Pāṇini:,Meillet:Bloomfield:Merleau-Ponty:Mukařovský:Benveniste:Prague school:Jakobson:Lacan:Barthes:R. Harris:Althusser:Derrida:Labov:Foucault:Lévi-Strauss:Hjelmslev:Percy:Firth:Shaumyan:Laclau:,/wiki/Ferdinand_de_Saussure,46.20167,6.14694,AD 1857-11-26 00:00:00
421,Leonhard Euler,,,Marquis de Condorcet:,/wiki/Leonhard_Euler,47.55472,7.59056,AD 1707-04-15 00:00:00
422,Gustave Le Bon,,,Georges Sorel:,/wiki/Gustave_Le_Bon,48.3225,0.8225,AD 1841-05-07 00:00:00
423,Johann Gottlieb Fichte,,,F. H. Bradley:,/wiki/Johann_Gottlieb_Fichte,51.15,14.133,AD 1762-05-19 00:00:00
424,Simon Blackburn, (born 1944),David Hume:Casimir Lewy:Michael Dummett:,Michael A. Smith:,/wiki/Simon_Blackburn,51.538,-2.394,AD 1944-07-12 00:00:00
425,Christopher Lasch,,,Charles Taylor (philosopher):,/wiki/Christopher_Lasch,41.25,-96.0,AD 1932-06-01 00:00:00
426,Mo'ayyeduddin Urdi,,,Nasir al-Din al-Tusi:,/wiki/Mu%27ayyad_al-Din_al-Urdi,FILL,FILL,FILL
427,neo-Thomism,,,Karl Rahner:,/wiki/Neo-scholasticism,FILL,FILL,FILL
428,Frankfurt School,,,Guy Debord:,/wiki/Frankfurt_School,FILL,FILL,FILL
